City ID,City,Country,Date,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed
210,Horsham,GB,2021-12-17 05:12:34,51.064,-0.3272,49.71,74,75,4.61
211,Labuhan,ID,2021-12-17 05:12:34,-6.8844,112.2051,86.59,68,100,5.93
212,Paraguacu Paulista,BR,2021-12-17 05:12:34,-22.4128,-50.5758,69.73,96,72,7.52
213,Dumraon,IN,2021-12-17 05:12:35,25.55,84.15,74.73,31,1,7.65
214,Hami,CN,2021-12-17 05:12:35,42.8,93.45,24.04,47,24,2.15
215,Saint-Leu,RE,2021-12-17 05:12:36,-21.15,55.2833,78.67,72,94,4.56
216,Sept-Iles,CA,2021-12-17 05:12:36,50.2001,-66.3821,34.05,88,100,8.01
217,La Ronge,CA,2021-12-17 05:12:36,55.1001,-105.2842,-17.55,99,75,4.85
218,Vestmannaeyjar,IS,2021-12-17 05:03:12,63.4427,-20.2734,45.72,83,100,13.67
219,Lanzhou,CN,2021-12-17 05:12:37,36.0564,103.7922,28.8,42,99,4.09
220,Bethel,US,2021-12-17 05:12:38,41.3712,-73.414,58.71,66,100,3.0
221,Yulara,AU,2021-12-17 05:12:38,-25.2406,130.9889,109.24,10,2,12.66
222,Hurghada,EG,2021-12-17 05:12:39,27.2574,33.8129,60.57,54,100,16.13
223,Mwinilunga,ZM,2021-12-17 05:12:39,-11.7358,24.4293,62.71,98,100,1.1
224,Serowe,BW,2021-12-17 05:12:40,-22.3833,26.7167,67.44,79,96,12.88
225,Zhezkazgan,KZ,2021-12-17 05:12:40,47.8043,67.7144,24.78,93,90,6.71
226,Matay,EG,2021-12-17 05:12:41,28.419,30.7792,52.32,82,67,6.73
227,Nadadores,MX,2021-12-17 05:12:41,27.05,-101.6,69.24,70,97,1.1
228,Tasiilaq,GL,2021-12-17 05:08:03,65.6145,-37.6368,29.97,99,99,6.46
229,Nova Prata,BR,2021-12-17 05:12:42,-28.7839,-51.61,63.28,100,30,2.24
230,Insch,GB,2021-12-17 05:12:42,57.3427,-2.6132,46.92,84,20,3.15
231,Ilulissat,GL,2021-12-17 05:12:43,69.2167,-51.1,15.82,73,75,9.22
232,Margate,GB,2021-12-17 05:03:35,51.3813,1.3862,48.31,89,4,9.51
233,Gogrial,SS,2021-12-17 05:12:43,8.5332,28.1004,72.0,29,99,5.84
234,Neiafu,TO,2021-12-17 05:12:44,-18.65,-173.9833,83.08,74,40,8.05
235,Husavik,IS,2021-12-17 05:12:44,66.0449,-17.3389,41.56,72,100,15.3
236,Adrar,MR,2021-12-17 05:12:45,20.5022,-10.0711,69.64,24,100,6.82
237,Cap Malheureux,MU,2021-12-17 05:12:45,-19.9842,57.6142,83.46,67,7,4.0
